
Device             Param            Noise Contribution    % Of Total
/I1/I3/MP34<61>    rd               1.42458e-14           0.00      
/I1/I3/MP34<60>    rd               1.42458e-14           0.00      
/I1/I3/MP34<5>     rd               1.42458e-14           0.00      
/I1/I3/MP34<59>    rd               1.42458e-14           0.00      
/I1/I3/MP34<58>    rd               1.42458e-14           0.00      
/I1/I3/MP34<57>    rd               1.42458e-14           0.00      
/I1/I3/MP34<56>    rd               1.42458e-14           0.00      
/I1/I3/MP34<55>    rd               1.42458e-14           0.00      
/I1/I3/MP34<54>    rd               1.42458e-14           0.00      
/I1/I3/MP34<53>    rd               1.42458e-14           0.00      
/I1/I3/MP34<52>    rd               1.42458e-14           0.00      
/I1/I3/MP34<51>    rd               1.42458e-14           0.00      
/I1/I3/MP34<50>    rd               1.42458e-14           0.00      
/I1/I3/MP34<4>     rd               1.42458e-14           0.00      
/I1/I3/MP34<49>    rd               1.42458e-14           0.00      
/I1/I3/MP34<48>    rd               1.42458e-14           0.00      
/I1/I3/MP34<47>    rd               1.42458e-14           0.00      
/I1/I3/MP34<46>    rd               1.42458e-14           0.00      
/I1/I3/MP34<45>    rd               1.42458e-14           0.00      
/I1/I3/MP34<44>    rd               1.42458e-14           0.00      
/I1/I3/MP34<43>    rd               1.42458e-14           0.00      
/I1/I3/MP34<42>    rd               1.42458e-14           0.00      
/I1/I3/MP34<41>    rd               1.42458e-14           0.00      
/I1/I3/MP34<40>    rd               1.42458e-14           0.00      
/I1/I3/MP34<3>     rd               1.42458e-14           0.00      
/I1/I3/MP34<39>    rd               1.42458e-14           0.00      
/I1/I3/MP34<38>    rd               1.42458e-14           0.00      
/I1/I3/MP34<37>    rd               1.42458e-14           0.00      
/I1/I3/MP34<36>    rd               1.42458e-14           0.00      
/I1/I3/MP34<35>    rd               1.42458e-14           0.00      
/I1/I3/MP34<34>    rd               1.42458e-14           0.00      
/I1/I3/MP34<33>    rd               1.42458e-14           0.00      
/I1/I3/MP34<32>    rd               1.42458e-14           0.00      
/I1/I3/MP34<31>    rd               1.42458e-14           0.00      
/I1/I3/MP34<30>    rd               1.42458e-14           0.00      
/I1/I3/MP34<2>     rd               1.42458e-14           0.00      
/I1/I3/MP34<29>    rd               1.42458e-14           0.00      
/I1/I3/MP34<28>    rd               1.42458e-14           0.00      
/I1/I3/MP34<27>    rd               1.42458e-14           0.00      
/I1/I3/MP34<26>    rd               1.42458e-14           0.00      
/I1/I3/MP34<25>    rd               1.42458e-14           0.00      
/I1/I3/MP34<24>    rd               1.42458e-14           0.00      
/I1/I3/MP34<23>    rd               1.42458e-14           0.00      
/I1/I3/MP34<22>    rd               1.42458e-14           0.00      
/I1/I3/MP34<21>    rd               1.42458e-14           0.00      
/I1/I3/MP34<20>    rd               1.42458e-14           0.00      
/I1/I3/MP34<1>     rd               1.42458e-14           0.00      
/I1/I3/MP34<19>    rd               1.42458e-14           0.00      
/I1/I3/MP34<18>    rd               1.42458e-14           0.00      
/I1/I3/MP34<17>    rd               1.42458e-14           0.00      
/I1/I3/MP34<16>    rd               1.42458e-14           0.00      
/I1/I3/MP34<15>    rd               1.42458e-14           0.00      
/I1/I3/MP34<14>    rd               1.42458e-14           0.00      
/I1/I3/MP34<13>    rd               1.42458e-14           0.00      
/I1/I3/MP34<12>    rd               1.42458e-14           0.00      
/I1/I3/MP34<11>    rd               1.42458e-14           0.00      
/I1/I3/MP34<10>    rd               1.42458e-14           0.00      
/I1/I3/MP34<0>     rd               1.42458e-14           0.00      
/I1/MP8            id               1.35315e-14           0.00      
/I1/MP11           fn               1.17588e-14           0.00      
/I1/R14/R2         thermal_noise    1.17464e-14           0.00      
/I1/R16/R2         thermal_noise    1.10945e-14           0.00      
/I1/R16/R1         thermal_noise    1.10844e-14           0.00      
/R5                rn               9.43388e-15           0.00      
/I1/MP13           rd               8.30632e-15           0.00      
/I43/MP11          id               7.71571e-15           0.00      
/I1/MP16           rd               7.05583e-15           0.00      
/I43/MN13          id               5.16921e-15           0.00      
/I43/MN12          id               4.68078e-15           0.00      
/I1/R1/R2          thermal_noise    3.6819e-15            0.00      
/I1/R3/R2          thermal_noise    3.06161e-15           0.00      
/I43/MP10          id               2.7546e-15            0.00      
/I43/M2            rs               1.81688e-15           0.00      
/I1/MP1            id               1.79035e-15           0.00      
/I43/M1            rs               1.32308e-15           0.00      
/MP2               rd               1.16227e-15           0.00      
/MP2               rs               1.1468e-15            0.00      
/I43/M5            rd               1.08763e-15           0.00      
/I1/MN1            rs               1.04081e-15           0.00      
/I1/MN1            rd               1.01766e-15           0.00      
/I0/I3/MP1         id               8.61314e-16           0.00      
/I43/M2            rd               8.38387e-16           0.00      
/I1/R7/R2          thermal_noise    7.12472e-16           0.00      
/I1/R5/R2          thermal_noise    6.3829e-16            0.00      
/I1/MP12           fn               5.52041e-16           0.00      
/I1/MP7            id               5.47938e-16           0.00      
/R9                rn               5.43573e-16           0.00      
/I43/M5            rs               4.85023e-16           0.00      
/I1/R7/R1          thermal_noise    3.72192e-16           0.00      
/I1/R5/R1          thermal_noise    3.33423e-16           0.00      
/I1/MP0            rs               2.76572e-16           0.00      
/I43/MP11          rs               1.82986e-16           0.00      
/I43/M4            id               1.61287e-16           0.00      
/I1/MP9            rs               1.57092e-16           0.00      
/I43/MN12          fn               1.49759e-16           0.00      
/I1/MP12           rs               1.16126e-16           0.00      
/I43/MP10          rs               8.86459e-17           0.00      
/I1/R3/R1          thermal_noise    8.02488e-17           0.00      
/I1/MP8            rs               7.1823e-17            0.00      
/MP12              rd               6.55566e-17           0.00      
/I43/MN12          rs               6.43525e-17           0.00      
/I1/MP14           rd               5.79579e-17           0.00      
/I1/MP15           rd               5.76049e-17           0.00      
/I1/MP4            rd               5.45163e-17           0.00      
/I1/MP4            rs               4.30942e-17           0.00      
/I43/M3            id               4.20673e-17           0.00      
/I1/MP12           rd               3.82069e-17           0.00      
/I43/MN13          rs               3.13497e-17           0.00      
/I1/MP7            rs               2.76528e-17           0.00      
/I1/MP3            id               2.5658e-17            0.00      
/I43/MP11          rd               2.37132e-17           0.00      
/I43/MN13          fn               2.09157e-17           0.00      
/I0/I3/MP1         rd               1.8961e-17            0.00      
/I0/I3/MP1         rs               1.88151e-17           0.00      
/I1/MP9            rd               1.86208e-17           0.00      
/MP8               rd               1.31717e-17           0.00      
/I1/MP8            rd               1.11902e-17           0.00      
/I1/MN1            id               1.04755e-17           0.00      
/I1/MP1            rd               1.04508e-17           0.00      
/I1/MN0<7>         rs               9.53949e-18           0.00      
/I1/MN0<6>         rs               9.53949e-18           0.00      
/I1/MN0<5>         rs               9.53949e-18           0.00      
/I1/MN0<4>         rs               9.53949e-18           0.00      
/I1/MN0<3>         rs               9.53949e-18           0.00      
/I1/MN0<2>         rs               9.53949e-18           0.00      
/I1/MN0<1>         rs               9.53949e-18           0.00      
/I1/MN0<0>         rs               9.53949e-18           0.00      
/I1/MP0            rd               6.88248e-18           0.00      
/I43/M2            fn               6.58981e-18           0.00      
/I43/M5            fn               5.52665e-18           0.00      
/I43/MN13          rd               4.56997e-18           0.00      
/I1/MP8            fn               2.54198e-18           0.00      
/I1/MN0<7>         rd               2.53717e-18           0.00      
/I1/MN0<6>         rd               2.53717e-18           0.00      
/I1/MN0<5>         rd               2.53717e-18           0.00      
/I1/MN0<4>         rd               2.53717e-18           0.00      
/I1/MN0<3>         rd               2.53717e-18           0.00      
/I1/MN0<2>         rd               2.53717e-18           0.00      
/I1/MN0<1>         rd               2.53717e-18           0.00      
/I1/MN0<0>         rd               2.53717e-18           0.00      
/I43/M1            fn               2.44096e-18           0.00      
/I43/M4            rd               2.23153e-18           0.00      
/I43/MP11          fn               1.58872e-18           0.00      
/I1/MP9            fn               1.40173e-18           0.00      
/I43/MP10          fn               5.46667e-19           0.00      
/I1/MP123          rd               3.82105e-19           0.00      
/I1/MP16           rs               3.51385e-19           0.00      
/I1/MP123          rs               3.14148e-19           0.00      
/I43/M4            rs               2.60039e-19           0.00      
/I43/MP10          rd               2.35777e-19           0.00      
/I43/M3            rs               1.92182e-19           0.00      
/I1/MP1            rs               1.66508e-19           0.00      
/I1/MP3            rs               1.49174e-19           0.00      
/I43/M1            rd               7.58271e-20           0.00      
/MP8               rs               4.46497e-20           0.00      
/I1/MP17           fn               3.18454e-20           0.00      
/I43/MN12          rd               2.79167e-20           0.00      
/I1/MP16           fn               1.44751e-20           0.00      
/I43/M4            fn               6.11624e-21           0.00      
/I1/MP18           fn               5.35453e-21           0.00      
/I43/M3            fn               4.2045e-21            0.00      
/I0/I3/MN1         rd               3.72983e-21           0.00      
/I43/M3            rd               7.05771e-22           0.00      
/I1/MP1            fn               2.03787e-23           0.00      
/I1/MN1            fn               1.46511e-24           0.00      
/MP12              id               6.72332e-26           0.00      
/MP12              rs               6.26929e-26           0.00      
/MP8               id               8.60416e-27           0.00      
/I1/MN181          fn               5.45764e-32           0.00      
/I0/I3/MP1         fn               1.46609e-32           0.00      
/I1/MP3            fn               1.96066e-33           0.00      
/I0/I3/MN1         rs               1.4979e-35            0.00      
/I1/MN0<7>         id               1.17908e-35           0.00      
/I1/MN0<6>         id               1.17908e-35           0.00      
/I1/MN0<5>         id               1.17908e-35           0.00      
/I1/MN0<4>         id               1.17908e-35           0.00      
/I1/MN0<3>         id               1.17908e-35           0.00      
/I1/MN0<2>         id               1.17908e-35           0.00      
/I1/MN0<1>         id               1.17908e-35           0.00      
/I1/MN0<0>         id               1.17908e-35           0.00      
/I0/I3/MN1         id               2.78352e-37           0.00      
/I1/MP4            id               9.2742e-38            0.00      
/I1/MP123          id               1.31157e-38           0.00      
/I1/MP3            rd               1.32938e-42           0.00      
/I1/MP0            fn               8.60527e-43           0.00      
/MP2               id               3.32004e-43           0.00      
/I1/MP7            fn               4.84078e-44           0.00      
/I1/MP7            rd               1.36569e-45           0.00      
/MP8               fn               1.89713e-50           0.00      
/MP12              fn               1.02901e-50           0.00      
/I1/MP4            fn               1.04969e-55           0.00      
/I1/MN0<7>         fn               2.45646e-56           0.00      
/I1/MN0<6>         fn               2.45646e-56           0.00      
/I1/MN0<5>         fn               2.45646e-56           0.00      
/I1/MN0<4>         fn               2.45646e-56           0.00      
/I1/MN0<3>         fn               2.45646e-56           0.00      
/I1/MN0<2>         fn               2.45646e-56           0.00      
/I1/MN0<1>         fn               2.45646e-56           0.00      
/I1/MN0<0>         fn               2.45646e-56           0.00      
/I0/I3/MN1         fn               3.79386e-57           0.00      
/I1/MP123          fn               2.03541e-59           0.00      
/R9                fn               0                     0.00      
/R6/R2             flicker_noise    0                     0.00      
/R6/R1             flicker_noise    0                     0.00      
/R5                fn               0                     0.00      
/R11/R2            flicker_noise    0                     0.00      
/R11/R1            flicker_noise    0                     0.00      
/MP2               fn               0                     0.00      
/I5/R0             fn               0                     0.00      
/I5/L1             rn               0                     0.00      
/I5/L1             fn               0                     0.00      
/I23/R0            fn               0                     0.00      
/I23/L1            rn               0                     0.00      
/I23/L1            fn               0                     0.00      
/I20/R0            fn               0                     0.00      
/I20/L1            rn               0                     0.00      
/I20/L1            fn               0                     0.00      
/I19/R0            fn               0                     0.00      
/I19/L1            rn               0                     0.00      
/I19/L1            fn               0                     0.00      
/I15/R0            fn               0                     0.00      
/I15/L1            rn               0                     0.00      
/I15/L1            fn               0                     0.00      
/I10/R0            fn               0                     0.00      
/I10/L1            rn               0                     0.00      
/I10/L1            fn               0                     0.00      
/I1/R7/R2          flicker_noise    0                     0.00      
/I1/R7/R1          flicker_noise    0                     0.00      
/I1/R6/R2          flicker_noise    0                     0.00      
/I1/R6/R1          flicker_noise    0                     0.00      
/I1/R5/R2          flicker_noise    0                     0.00      
/I1/R5/R1          flicker_noise    0                     0.00      
/I1/R4/R2          flicker_noise    0                     0.00      
/I1/R4/R1          flicker_noise    0                     0.00      
/I1/R3/R2          flicker_noise    0                     0.00      
/I1/R3/R1          flicker_noise    0                     0.00      
/I1/R22/R2         flicker_noise    0                     0.00      
/I1/R22/R1         flicker_noise    0                     0.00      
/I1/R21/R2         flicker_noise    0                     0.00      
/I1/R21/R1         flicker_noise    0                     0.00      
/I1/R20/R2         flicker_noise    0                     0.00      
/I1/R20/R1         flicker_noise    0                     0.00      
/I1/R2/R2          flicker_noise    0                     0.00      
/I1/R2/R1          flicker_noise    0                     0.00      
/I1/R19/R2         flicker_noise    0                     0.00      
/I1/R19/R1         flicker_noise    0                     0.00      
/I1/R18/R2         flicker_noise    0                     0.00      
/I1/R18/R1         flicker_noise    0                     0.00      
/I1/R17/R2         flicker_noise    0                     0.00      
/I1/R17/R1         flicker_noise    0                     0.00      
/I1/R16/R2         flicker_noise    0                     0.00      
/I1/R16/R1         flicker_noise    0                     0.00      
/I1/R15/R2         flicker_noise    0                     0.00      
/I1/R15/R1         flicker_noise    0                     0.00      
/I1/R14/R2         flicker_noise    0                     0.00      
/I1/R14/R1         flicker_noise    0                     0.00      
/I1/R11/R2         flicker_noise    0                     0.00      
/I1/R11/R1         flicker_noise    0                     0.00      
/I1/R10            flicker_noise    0                     0.00      
/I1/R1/R2          flicker_noise    0                     0.00      
/I1/R1/R1          flicker_noise    0                     0.00      

Integrated Noise Summary (in V^2) Sorted By Noise Contributors
Total Summarized Noise = 2.49952e-07
Total Input Referred Noise = 1.12962e-07
The above noise summary info is for noise data with  time = 1e-05

